[0, 12, 3, 14, 2, 7, 9, 4, 8, 10, 5, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 9, 4, 8, 11, 5, 13, 1, 10, 6]
[0, 12, 3, 14, 2, 7, 9, 4, 10, 8, 5, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 9, 4, 10, 11, 5, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 9, 4, 11, 8, 5, 13, 1, 10, 6]
[0, 12, 3, 14, 2, 7, 9, 4, 11, 10, 5, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 8, 10, 4, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 8, 11, 4, 13, 1, 10, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 10, 8, 4, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 10, 11, 4, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 11, 8, 4, 13, 1, 10, 6]
[0, 12, 3, 14, 2, 7, 9, 5, 11, 10, 4, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 8, 9, 5, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 8, 11, 5, 13, 1, 9, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 9, 8, 5, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 9, 11, 5, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 11, 8, 5, 13, 1, 9, 6]
[0, 12, 3, 14, 2, 7, 10, 4, 11, 9, 5, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 8, 9, 4, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 8, 11, 4, 13, 1, 9, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 9, 8, 4, 13, 1, 11, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 9, 11, 4, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 11, 8, 4, 13, 1, 9, 6]
[0, 12, 3, 14, 2, 7, 10, 5, 11, 9, 4, 13, 1, 8, 6]
[0, 12, 3, 14, 2, 7, 11, 4, 8, 9, 5, 13, 1, 10, 6]
[0, 12, 3, 14, 2, 7, 11, 4, 8, 10, 5, 13, 1, 9, 6]
[0, 12, 3, 14, 2, 7, 11, 4, 9, 8, 5, 13, 1, 10, 6]
